,year,month,day,births,day_of_year,day_of_week,dt,t,s,spec_01_01,spec_02_14,spec_02_29,spec_04_01,spec_07_04,spec_10_31,spec_12_25,spec_12_26,spec_12_27,spec_12_28,spec_12_29,spec_12_30,spec_12_31,weekend
1836,1974,1,11,9044,11,5,1974-01-11,1837.0,10.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1837,1974,1,12,7769,12,6,1974-01-12,1838.0,11.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1838,1974,1,13,7352,13,7,1974-01-13,1839.0,12.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1839,1974,1,14,8796,14,1,1974-01-14,1840.0,13.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1840,1974,1,15,8939,15,2,1974-01-15,1841.0,14.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1841,1974,1,16,8732,16,3,1974-01-16,1842.0,15.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1842,1974,1,17,8604,17,4,1974-01-17,1843.0,16.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1843,1974,1,18,8971,18,5,1974-01-18,1844.0,17.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1844,1974,1,19,7751,19,6,1974-01-19,1845.0,18.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1845,1974,1,20,7479,20,7,1974-01-20,1846.0,19.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1846,1974,1,21,9058,21,1,1974-01-21,1847.0,20.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1847,1974,1,22,8767,22,2,1974-01-22,1848.0,21.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1848,1974,1,23,8457,23,3,1974-01-23,1849.0,22.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1849,1974,1,24,8692,24,4,1974-01-24,1850.0,23.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1850,1974,1,25,8690,25,5,1974-01-25,1851.0,24.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1851,1974,1,26,7799,26,6,1974-01-26,1852.0,25.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1852,1974,1,27,7541,27,7,1974-01-27,1853.0,26.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1853,1974,1,28,8462,28,1,1974-01-28,1854.0,27.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1854,1974,1,29,8911,29,2,1974-01-29,1855.0,28.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1855,1974,1,30,8439,30,3,1974-01-30,1856.0,29.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1856,1974,1,31,8620,31,4,1974-01-31,1857.0,30.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1857,1974,2,1,8768,32,5,1974-02-01,1858.0,31.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1858,1974,2,2,7853,33,6,1974-02-02,1859.0,32.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1859,1974,2,3,7432,34,7,1974-02-03,1860.0,33.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1860,1974,2,4,8651,35,1,1974-02-04,1861.0,34.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1861,1974,2,5,8892,36,2,1974-02-05,1862.0,35.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1862,1974,2,6,8792,37,3,1974-02-06,1863.0,36.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1863,1974,2,7,8705,38,4,1974-02-07,1864.0,37.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1864,1974,2,8,8822,39,5,1974-02-08,1865.0,38.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1865,1974,2,9,7692,40,6,1974-02-09,1866.0,39.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1866,1974,2,10,7150,41,7,1974-02-10,1867.0,40.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1867,1974,2,11,8766,42,1,1974-02-11,1868.0,41.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1868,1974,2,12,8924,43,2,1974-02-12,1869.0,42.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1869,1974,2,13,8808,44,3,1974-02-13,1870.0,43.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1870,1974,2,14,8895,45,4,1974-02-14,1871.0,44.75,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1871,1974,2,15,9034,46,5,1974-02-15,1872.0,45.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1872,1974,2,16,7939,47,6,1974-02-16,1873.0,46.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1873,1974,2,17,7456,48,7,1974-02-17,1874.0,47.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1874,1974,2,18,8637,49,1,1974-02-18,1875.0,48.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1875,1974,2,19,9016,50,2,1974-02-19,1876.0,49.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1876,1974,2,20,8909,51,3,1974-02-20,1877.0,50.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1877,1974,2,21,8748,52,4,1974-02-21,1878.0,51.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1878,1974,2,22,9060,53,5,1974-02-22,1879.0,52.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1879,1974,2,23,8151,54,6,1974-02-23,1880.0,53.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1880,1974,2,24,7558,55,7,1974-02-24,1881.0,54.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1881,1974,2,25,8512,56,1,1974-02-25,1882.0,55.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1882,1974,2,26,8856,57,2,1974-02-26,1883.0,56.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1883,1974,2,27,8710,58,3,1974-02-27,1884.0,57.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1884,1974,2,28,8534,59,4,1974-02-28,1885.0,58.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1885,1974,3,1,8917,61,5,1974-03-01,1886.0,59.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1886,1974,3,2,8083,62,6,1974-03-02,1887.0,60.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1887,1974,3,3,7650,63,7,1974-03-03,1888.0,61.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1888,1974,3,4,8890,64,1,1974-03-04,1889.0,62.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1889,1974,3,5,9270,65,2,1974-03-05,1890.0,63.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1890,1974,3,6,8686,66,3,1974-03-06,1891.0,64.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1891,1974,3,7,8640,67,4,1974-03-07,1892.0,65.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1892,1974,3,8,8964,68,5,1974-03-08,1893.0,66.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1893,1974,3,9,7950,69,6,1974-03-09,1894.0,67.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1894,1974,3,10,7417,70,7,1974-03-10,1895.0,68.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1895,1974,3,11,8837,71,1,1974-03-11,1896.0,69.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1896,1974,3,12,8884,72,2,1974-03-12,1897.0,70.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1897,1974,3,13,8507,73,3,1974-03-13,1898.0,71.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1898,1974,3,14,8402,74,4,1974-03-14,1899.0,72.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1899,1974,3,15,8890,75,5,1974-03-15,1900.0,73.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1900,1974,3,16,7834,76,6,1974-03-16,1901.0,74.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1901,1974,3,17,7226,77,7,1974-03-17,1902.0,75.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1902,1974,3,18,8694,78,1,1974-03-18,1903.0,76.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1903,1974,3,19,8978,79,2,1974-03-19,1904.0,77.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1904,1974,3,20,8455,80,3,1974-03-20,1905.0,78.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1905,1974,3,21,8400,81,4,1974-03-21,1906.0,79.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1906,1974,3,22,8668,82,5,1974-03-22,1907.0,80.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1907,1974,3,23,7773,83,6,1974-03-23,1908.0,81.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1908,1974,3,24,7034,84,7,1974-03-24,1909.0,82.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1909,1974,3,25,8570,85,1,1974-03-25,1910.0,83.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1910,1974,3,26,8756,86,2,1974-03-26,1911.0,84.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1911,1974,3,27,8515,87,3,1974-03-27,1912.0,85.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1912,1974,3,28,8461,88,4,1974-03-28,1913.0,86.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1913,1974,3,29,8639,89,5,1974-03-29,1914.0,87.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1914,1974,3,30,7526,90,6,1974-03-30,1915.0,88.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1915,1974,3,31,7305,91,7,1974-03-31,1916.0,89.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1916,1974,4,1,8550,92,1,1974-04-01,1917.0,90.75,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1917,1974,4,2,9148,93,2,1974-04-02,1918.0,91.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1918,1974,4,3,8571,94,3,1974-04-03,1919.0,92.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1919,1974,4,4,8517,95,4,1974-04-04,1920.0,93.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1920,1974,4,5,8656,96,5,1974-04-05,1921.0,94.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1921,1974,4,6,7455,97,6,1974-04-06,1922.0,95.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1922,1974,4,7,7051,98,7,1974-04-07,1923.0,96.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1923,1974,4,8,8436,99,1,1974-04-08,1924.0,97.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1924,1974,4,9,8917,100,2,1974-04-09,1925.0,98.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1925,1974,4,10,8446,101,3,1974-04-10,1926.0,99.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1926,1974,4,11,8259,102,4,1974-04-11,1927.0,100.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1927,1974,4,12,8386,103,5,1974-04-12,1928.0,101.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1928,1974,4,13,7609,104,6,1974-04-13,1929.0,102.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1929,1974,4,14,7032,105,7,1974-04-14,1930.0,103.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1930,1974,4,15,8342,106,1,1974-04-15,1931.0,104.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1931,1974,4,16,8615,107,2,1974-04-16,1932.0,105.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1932,1974,4,17,8602,108,3,1974-04-17,1933.0,106.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1933,1974,4,18,8333,109,4,1974-04-18,1934.0,107.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1934,1974,4,19,8587,110,5,1974-04-19,1935.0,108.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1935,1974,4,20,7480,111,6,1974-04-20,1936.0,109.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1936,1974,4,21,7208,112,7,1974-04-21,1937.0,110.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1937,1974,4,22,8497,113,1,1974-04-22,1938.0,111.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1938,1974,4,23,9035,114,2,1974-04-23,1939.0,112.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1939,1974,4,24,8665,115,3,1974-04-24,1940.0,113.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1940,1974,4,25,8556,116,4,1974-04-25,1941.0,114.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1941,1974,4,26,8762,117,5,1974-04-26,1942.0,115.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1942,1974,4,27,7490,118,6,1974-04-27,1943.0,116.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1943,1974,4,28,7055,119,7,1974-04-28,1944.0,117.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1944,1974,4,29,8332,120,1,1974-04-29,1945.0,118.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1945,1974,4,30,8677,121,2,1974-04-30,1946.0,119.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1946,1974,5,1,8574,122,3,1974-05-01,1947.0,120.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1947,1974,5,2,8238,123,4,1974-05-02,1948.0,121.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1948,1974,5,3,8660,124,5,1974-05-03,1949.0,122.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1949,1974,5,4,7384,125,6,1974-05-04,1950.0,123.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1950,1974,5,5,6928,126,7,1974-05-05,1951.0,124.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1951,1974,5,6,8317,127,1,1974-05-06,1952.0,125.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1952,1974,5,7,8886,128,2,1974-05-07,1953.0,126.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1953,1974,5,8,8484,129,3,1974-05-08,1954.0,127.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1954,1974,5,9,8525,130,4,1974-05-09,1955.0,128.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1955,1974,5,10,8595,131,5,1974-05-10,1956.0,129.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1956,1974,5,11,7710,132,6,1974-05-11,1957.0,130.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1957,1974,5,12,7086,133,7,1974-05-12,1958.0,131.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1958,1974,5,13,8639,134,1,1974-05-13,1959.0,132.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1959,1974,5,14,8886,135,2,1974-05-14,1960.0,133.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1960,1974,5,15,9020,136,3,1974-05-15,1961.0,134.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1961,1974,5,16,8630,137,4,1974-05-16,1962.0,135.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1962,1974,5,17,8873,138,5,1974-05-17,1963.0,136.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1963,1974,5,18,7667,139,6,1974-05-18,1964.0,137.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1964,1974,5,19,6896,140,7,1974-05-19,1965.0,138.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1965,1974,5,20,8793,141,1,1974-05-20,1966.0,139.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1966,1974,5,21,9061,142,2,1974-05-21,1967.0,140.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1967,1974,5,22,8776,143,3,1974-05-22,1968.0,141.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1968,1974,5,23,8577,144,4,1974-05-23,1969.0,142.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1969,1974,5,24,8924,145,5,1974-05-24,1970.0,143.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1970,1974,5,25,7593,146,6,1974-05-25,1971.0,144.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1971,1974,5,26,6932,147,7,1974-05-26,1972.0,145.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1972,1974,5,27,7460,148,1,1974-05-27,1973.0,146.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1973,1974,5,28,8570,149,2,1974-05-28,1974.0,147.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1974,1974,5,29,9063,150,3,1974-05-29,1975.0,148.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1975,1974,5,30,8958,151,4,1974-05-30,1976.0,149.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1976,1974,5,31,9050,152,5,1974-05-31,1977.0,150.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1977,1974,6,1,7448,153,6,1974-06-01,1978.0,151.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1978,1974,6,2,7046,154,7,1974-06-02,1979.0,152.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1979,1974,6,3,8314,155,1,1974-06-03,1980.0,153.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1980,1974,6,4,8910,156,2,1974-06-04,1981.0,154.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1981,1974,6,5,8737,157,3,1974-06-05,1982.0,155.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1982,1974,6,6,8599,158,4,1974-06-06,1983.0,156.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1983,1974,6,7,9110,159,5,1974-06-07,1984.0,157.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1984,1974,6,8,7471,160,6,1974-06-08,1985.0,158.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1985,1974,6,9,7181,161,7,1974-06-09,1986.0,159.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1986,1974,6,10,8939,162,1,1974-06-10,1987.0,160.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1987,1974,6,11,8754,163,2,1974-06-11,1988.0,161.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1988,1974,6,12,8603,164,3,1974-06-12,1989.0,162.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1989,1974,6,13,8456,165,4,1974-06-13,1990.0,163.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1990,1974,6,14,8898,166,5,1974-06-14,1991.0,164.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1991,1974,6,15,7666,167,6,1974-06-15,1992.0,165.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1992,1974,6,16,7211,168,7,1974-06-16,1993.0,166.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1993,1974,6,17,8676,169,1,1974-06-17,1994.0,167.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1994,1974,6,18,9016,170,2,1974-06-18,1995.0,168.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1995,1974,6,19,8864,171,3,1974-06-19,1996.0,169.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1996,1974,6,20,8833,172,4,1974-06-20,1997.0,170.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1997,1974,6,21,9364,173,5,1974-06-21,1998.0,171.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1998,1974,6,22,8003,174,6,1974-06-22,1999.0,172.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1999,1974,6,23,7162,175,7,1974-06-23,2000.0,173.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2000,1974,6,24,8503,176,1,1974-06-24,2001.0,174.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2001,1974,6,25,9038,177,2,1974-06-25,2002.0,175.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2002,1974,6,26,8999,178,3,1974-06-26,2003.0,176.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2003,1974,6,27,8882,179,4,1974-06-27,2004.0,177.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2004,1974,6,28,9089,180,5,1974-06-28,2005.0,178.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2005,1974,6,29,8011,181,6,1974-06-29,2006.0,179.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2006,1974,6,30,7531,182,7,1974-06-30,2007.0,180.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2007,1974,7,1,9216,183,1,1974-07-01,2008.0,181.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008,1974,7,2,9923,184,2,1974-07-02,2009.0,182.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009,1974,7,3,9693,185,3,1974-07-03,2010.0,183.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,1974,7,4,7924,186,4,1974-07-04,2011.0,184.75,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2011,1974,7,5,9051,187,5,1974-07-05,2012.0,185.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,1974,7,6,8285,188,6,1974-07-06,2013.0,186.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2013,1974,7,7,7626,189,7,1974-07-07,2014.0,187.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2014,1974,7,8,9472,190,1,1974-07-08,2015.0,188.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,1974,7,9,9860,191,2,1974-07-09,2016.0,189.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,1974,7,10,9423,192,3,1974-07-10,2017.0,190.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,1974,7,11,9218,193,4,1974-07-11,2018.0,191.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,1974,7,12,9283,194,5,1974-07-12,2019.0,192.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,1974,7,13,8228,195,6,1974-07-13,2020.0,193.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2020,1974,7,14,7605,196,7,1974-07-14,2021.0,194.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2021,1974,7,15,9267,197,1,1974-07-15,2022.0,195.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1974,7,16,9697,198,2,1974-07-16,2023.0,196.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1974,7,17,9419,199,3,1974-07-17,2024.0,197.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024,1974,7,18,9122,200,4,1974-07-18,2025.0,198.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025,1974,7,19,9523,201,5,1974-07-19,2026.0,199.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2026,1974,7,20,8471,202,6,1974-07-20,2027.0,200.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2027,1974,7,21,7433,203,7,1974-07-21,2028.0,201.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2028,1974,7,22,9314,204,1,1974-07-22,2029.0,202.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2029,1974,7,23,10110,205,2,1974-07-23,2030.0,203.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2030,1974,7,24,9327,206,3,1974-07-24,2031.0,204.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2031,1974,7,25,9263,207,4,1974-07-25,2032.0,205.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2032,1974,7,26,9574,208,5,1974-07-26,2033.0,206.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2033,1974,7,27,8492,209,6,1974-07-27,2034.0,207.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2034,1974,7,28,7872,210,7,1974-07-28,2035.0,208.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2035,1974,7,29,9454,211,1,1974-07-29,2036.0,209.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2036,1974,7,30,9821,212,2,1974-07-30,2037.0,210.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2037,1974,7,31,9591,213,3,1974-07-31,2038.0,211.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2038,1974,8,1,9707,214,4,1974-08-01,2039.0,212.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2039,1974,8,2,9636,215,5,1974-08-02,2040.0,213.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2040,1974,8,3,8470,216,6,1974-08-03,2041.0,214.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2041,1974,8,4,7813,217,7,1974-08-04,2042.0,215.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2042,1974,8,5,9124,218,1,1974-08-05,2043.0,216.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2043,1974,8,6,9967,219,2,1974-08-06,2044.0,217.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2044,1974,8,7,9616,220,3,1974-08-07,2045.0,218.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2045,1974,8,8,9550,221,4,1974-08-08,2046.0,219.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2046,1974,8,9,9696,222,5,1974-08-09,2047.0,220.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2047,1974,8,10,8431,223,6,1974-08-10,2048.0,221.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2048,1974,8,11,7724,224,7,1974-08-11,2049.0,222.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2049,1974,8,12,9643,225,1,1974-08-12,2050.0,223.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2050,1974,8,13,10213,226,2,1974-08-13,2051.0,224.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2051,1974,8,14,9586,227,3,1974-08-14,2052.0,225.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2052,1974,8,15,9825,228,4,1974-08-15,2053.0,226.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2053,1974,8,16,9835,229,5,1974-08-16,2054.0,227.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2054,1974,8,17,8556,230,6,1974-08-17,2055.0,228.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2055,1974,8,18,8073,231,7,1974-08-18,2056.0,229.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2056,1974,8,19,9582,232,1,1974-08-19,2057.0,230.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2057,1974,8,20,10153,233,2,1974-08-20,2058.0,231.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2058,1974,8,21,9711,234,3,1974-08-21,2059.0,232.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2059,1974,8,22,9335,235,4,1974-08-22,2060.0,233.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2060,1974,8,23,9795,236,5,1974-08-23,2061.0,234.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2061,1974,8,24,8486,237,6,1974-08-24,2062.0,235.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2062,1974,8,25,7854,238,7,1974-08-25,2063.0,236.75,False,False,False,False,False,False,False,False,False,False,False,False,False,True
